Gene,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39,gene_name,VFG_ID,gene_description,VF_ID,VFC_ID,organism
gnl|Prokka|APDOGEMG_03047,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|APDOGEMG_03047,VFG033234(gb|WP_000756356), Fimbrin-like protein fimI precursor ,Type 1 fimbriae (VF0221),Adherence (VFC0001),[Escherichia coli O104:H4 str. 2009EL-2050]
gnl|Prokka|APDOGEMG_03519,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,gnl|Prokka|APDOGEMG_03519,VFG001381(gb|YP_177728), Isocitrate lyase Icl (isocitrase) (isocitratase) ,Isocitrate lyase (VF0253),Others (VFC0346),[Mycobacterium tuberculosis H37Rv]
gnl|Prokka|APDOGEMG_04197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|APDOGEMG_04197,VFG001867(gb|WP_016357051), superoxide dismutase ,SodB (VF0169),Stress survival (VFC0282),[Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
gnl|Prokka|APDOGEMG_04335,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|APDOGEMG_04335,VFG047249(gb|WP_003038496), UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase ,LPS (VF0542),Immune modulation (VFC0258),[Francisella novicida U112]
gnl|Prokka|APDOGEMG_04337,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,gnl|Prokka|APDOGEMG_04337,VFG042590(gb|AAS99229), StgA ,Stg fimbriae (VF1150),Adherence (VFC0001),[Escherichia coli O78:K80:H9 chi7122]
gnl|Prokka|APDOGEMG_04338,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,gnl|Prokka|APDOGEMG_04338,VFG042591(gb|AAS99230), StgB ,Stg fimbriae (VF1150),Adherence (VFC0001),[Escherichia coli O78:K80:H9 chi7122]
gnl|Prokka|BNGDJCLN_00028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00028,VFG041113(gb|NP_459287), type VI secretion protein Vgr ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00031,VFG041110(gb|NP_459284), hypothetical protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00032,VFG041109(gb|NP_459283), hypothetical protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00035,VFG041106(gb|NP_459280), hypothetical protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00036,VFG041105(gb|NP_459279), type VI secretion system-associated protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00037,VFG041104(gb|NP_459278), type VI secretion system-associated lipoprotein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00038,VFG041103(gb|NP_459277), Hcp1 family type VI secretion system effector ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00039,VFG041102(gb|NP_459276), putative periplasmic protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00040,VFG041101(gb|NP_459275), type VI secretion system effector tae4  L D-endopeptidase ,SCI T6SS secreted effectors (VF1195),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00041,VFG041098(gb|NP_459271), EvpB family type VI secretion protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00042,VFG041097(gb|NP_459270), type VI secretion system-associated protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00045,VFG041096(gb|NP_459269), ClpV1 family T6SS ATPase ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00046,VFG041095(gb|NP_459268), hypothetical protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00047,VFG041094(gb|NP_459267), impE family protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00048,VFG041093(gb|NP_459266), hypothetical protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00050,VFG041091(gb|NP_459264), sciB domain protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_00051,VFG041090(gb|NP_459263), hypothetical protein ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_00071,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_00071,VFG013612(gb|WP_011609686), uroporphyrinogen decarboxylase ,Heme biosynthesis (VF0758),Nutritional/Metabolic factor (VFC0272),[Haemophilus somnus 129PT]
gnl|Prokka|BNGDJCLN_00293,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,gnl|Prokka|BNGDJCLN_00293,VFG013165(gb|WP_012340599), UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase ,LOS (VF0044),Immune modulation (VFC0258),[Haemophilus somnus 2336]
gnl|Prokka|BNGDJCLN_00581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_00581,VFG043074(gb|WP_000884708), flagellar basal body rod protein FlgB ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|BNGDJCLN_00613,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_00613,VFG045791(gb|WP_000481500), transcriptional regulator CsgD ,Curli fibers (VF1138),Adherence (VFC0001),[Escherichia coli O25b:H4-ST131]
gnl|Prokka|BNGDJCLN_00667,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,gnl|Prokka|BNGDJCLN_00667,VFG035312(gb|WP_000106967), type VI secretion system baseplate subunit TssE ,SCI-I T6SS (VF1120),Effector delivery system (VFC0086),[Escherichia coli CFT073]
gnl|Prokka|BNGDJCLN_00715,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,gnl|Prokka|BNGDJCLN_00715,VFG042091(gb|NP_311742), type III secretion apparatus protein OrgA/MxiK ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|BNGDJCLN_00716,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,gnl|Prokka|BNGDJCLN_00716,VFG042092(gb|NP_311743), type III secretion system lipoprotein precursor EprK ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|BNGDJCLN_00719,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,gnl|Prokka|BNGDJCLN_00719,VFG042087(gb|NP_311746), type III secretion protein EprH ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|BNGDJCLN_00971,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,gnl|Prokka|BNGDJCLN_00971,VFG034636(gb|WP_000358674), colonisation factor antigen c  usher ,Adhesive fimbriae (VF0213),Adherence (VFC0001),[Escherichia coli E24377A]
gnl|Prokka|BNGDJCLN_01136,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_01136,VFG049129(gb|YP_005225489), acriflavine resistance protein A ,AcrAB (VF0568),Antimicrobial activity/Competitive advantage (VFC0325),[Klebsiella pneumoniae subsp. pneumoniae HS11286]
gnl|Prokka|BNGDJCLN_01236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_01236,VFG052340(gb|NP_463157.1), response regulator PmrA ,PmrAB (VF1355),Regulation (VFC0301),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_01237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_01237,VFG052339(gb|NP_463156.1), sensory kinase PmrB ,PmrAB (VF1355),Regulation (VFC0301),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_01303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_01303,VFG010906(gb|WP_011213314), carbon storage regulator CsrA ,CsrA (VF0261),Regulation (VFC0301),[Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
gnl|Prokka|BNGDJCLN_01609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_01609,VFG042630(gb|AAK82422), MrfI ,Mannose-resistant fimbriae  mrf (VF1232),Adherence (VFC0001),[Photorhabdus luminescens str. K122]
gnl|Prokka|BNGDJCLN_01794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_01794,VFG043568(gb|NP_460531), phosphoporin PhoE ,OmpD (VF0969),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_01920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_01920,VFG024082(gb|WP_008254502), nitrate reductase subunit beta ,Nitrate reductase (VF0302),Nutritional/Metabolic factor (VFC0272),[Mycobacterium intracellulare str. MOTT36Y]
gnl|Prokka|BNGDJCLN_02408,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,gnl|Prokka|BNGDJCLN_02408,VFG045887(gb|WP_000845152), molecular chaperone ,E.coli laminin-binding fimbriae (ELF) (VF1140),Adherence (VFC0001),[Escherichia coli O103:H2 str. 12009]
gnl|Prokka|BNGDJCLN_02409,1,1,2,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,gnl|Prokka|BNGDJCLN_02409,VFG045904(gb|WP_000286318), fimbrial biogenesis usher protein ,E.coli laminin-binding fimbriae (ELF) (VF1140),Adherence (VFC0001),[Escherichia coli O111:H- str. 11128]
gnl|Prokka|BNGDJCLN_02697,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_02697,VFG000332(gb|WP_005632797), ADP-L-glycero-D-mannoheptose-6-epimerase ,LOS (VF0044),Immune modulation (VFC0258),[Haemophilus influenzae Rd KW20]
gnl|Prokka|BNGDJCLN_02863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_02863,VFG012991(gb|WP_000381303), isochorismate synthase EntC ,Enterobactin synthesis and transport (VF0984),Nutritional/Metabolic factor (VFC0272),[Shigella dysenteriae Sd197]
gnl|Prokka|BNGDJCLN_02865,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_02865,VFG044165(gb|WP_001041793), enterobactin exporter  iron-regulated ,Enterobactin (VF0228),Nutritional/Metabolic factor (VFC0272),[Escherichia coli CFT073]
gnl|Prokka|BNGDJCLN_02898,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,gnl|Prokka|BNGDJCLN_02898,VFG042679(gb|CAD56970), major fimbrial subunit ,Type 1 fimbriae (VF1211),Adherence (VFC0001),[Citrobacter freundii str. 3009]
gnl|Prokka|BNGDJCLN_03121,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_03121,VFG018205(gb|NP_414826), E. coli common pilus chaperone EcpB ,ECP (VF0404),Adherence (VFC0001),[Escherichia coli str. K-12 substr. MG1655]
gnl|Prokka|BNGDJCLN_03156,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,gnl|Prokka|BNGDJCLN_03156,VFG043234(gb|WP_002211427), rod-binding protein ,Lateral flagella (VF1028),Others (VFC0346),[Yersinia pestis CO92]
gnl|Prokka|BNGDJCLN_03159,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,gnl|Prokka|BNGDJCLN_03159,VFG043231(gb|WP_002211430), flagellar basal-body rod protein FlgG ,Lateral flagella (VF1028),Others (VFC0346),[Yersinia pestis CO92]
gnl|Prokka|BNGDJCLN_03161,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,gnl|Prokka|BNGDJCLN_03161,VFG043130(gb|WP_005463978), flagellar basal body protein FlgE ,Lateral flagella (VF0625),Biofilm (VFC0271),[Vibrio parahaemolyticus RIMD 2210633]
gnl|Prokka|BNGDJCLN_03830,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_03830,VFG007661(gb|WP_011261023), glucose-1-phosphate thymidylyltransferase RfbA ,Capsular polysaccharide (VF0624),Immune modulation (VFC0258),[Vibrio fischeri ES114]
gnl|Prokka|BNGDJCLN_03831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_03831,VFG037953(gb|WP_000052392), FdtA/QdtA family cupin domain-containing protein ,Capsule (VF0465),Immune modulation (VFC0258),[Acinetobacter baumannii TYTH-1]
gnl|Prokka|BNGDJCLN_03832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_03832,VFG018005(gb|WP_002932643), N-acetyltransferase ,LOS (VF0326),Immune modulation (VFC0258),[Campylobacter jejuni subsp. jejuni 81116]
gnl|Prokka|BNGDJCLN_03833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_03833,VFG037998(gb|WP_000612008), DegT/DnrJ/EryC1/StrS family aminotransferase ,Capsule (VF0465),Immune modulation (VFC0258),[Acinetobacter baumannii TYTH-1]
gnl|Prokka|BNGDJCLN_03841,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_03841,VFG049098(gb|WP_014838941), NAD-dependent epimerase ,LPS (VF0561),Immune modulation (VFC0258),[Klebsiella oxytoca E718]
gnl|Prokka|BNGDJCLN_03891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_03891,VFG043568(gb|NP_460531), phosphoporin PhoE ,OmpD (VF0969),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|BNGDJCLN_03912,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|BNGDJCLN_03912,VFG043111(gb|WP_000807584), flagella biosynthesis chaperone FliJ ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|BNGDJCLN_03913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|BNGDJCLN_03913,VFG043110(gb|WP_000213294), flagellum-specific ATP synthase FliI ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|BNGDJCLN_03914,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|BNGDJCLN_03914,VFG043109(gb|WP_001282715), flagellar assembly protein FliH ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|BNGDJCLN_03926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|BNGDJCLN_03926,VFG043102(gb|WP_000079723), FliC/FljB family flagellin ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|BNGDJCLN_04206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|BNGDJCLN_04206,VFG000463(gb|NP_460019), Gifsy-2 prophage: superoxide dismutase precursor (Cu-Zn) ,SodCI (VF0109),Stress survival (VFC0282),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|COAKLHLB_00823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_00823,VFG049144(gb|WP_002892069), acriflavine resistance protein B ,AcrAB (VF0568),Antimicrobial activity/Competitive advantage (VFC0325),[Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
gnl|Prokka|COAKLHLB_01048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_01048,VFG042736(gb|NP_253152), RNA polymerase factor sigma-54 ,Type IV pili (VF0082),Adherence (VFC0001),[Pseudomonas aeruginosa PAO1]
gnl|Prokka|COAKLHLB_01114,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,gnl|Prokka|COAKLHLB_01114,VFG042592(gb|AAS99231), StgC ,Stg fimbriae (VF1150),Adherence (VFC0001),[Escherichia coli O78:K80:H9 chi7122]
gnl|Prokka|COAKLHLB_01566,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,gnl|Prokka|COAKLHLB_01566,VFG048984(gb|WP_015958713), polysaccharide export protein ,Capsule (VF0560),Immune modulation (VFC0258),[Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
gnl|Prokka|COAKLHLB_01722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,gnl|Prokka|COAKLHLB_01722,VFG041571(gb|WP_012905236), phage tail assembly protein ,T3SS (VF1262),Effector delivery system (VFC0086),[Citrobacter rodentium ICC168]
gnl|Prokka|COAKLHLB_02081,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,gnl|Prokka|COAKLHLB_02081,VFG034624(gb|WP_000755097), colonization factor antigen 1 ,Adhesive fimbriae (VF0213),Adherence (VFC0001),[Escherichia coli E24377A]
gnl|Prokka|COAKLHLB_02083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|COAKLHLB_02083,VFG034647(gb|WP_001245981), minor pilin and initiator ,Adhesive fimbriae (VF0213),Adherence (VFC0001),[Escherichia coli O7:K1 str. IAI39]
gnl|Prokka|COAKLHLB_02604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_02604,VFG015080(gb|NP_251276), response regulator GacA ,GacS/GacA two-component system (VF0908),Regulation (VFC0301),[Pseudomonas aeruginosa PAO1]
gnl|Prokka|COAKLHLB_02612,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|COAKLHLB_02612,VFG043101(gb|WP_001087467), RNA polymerase sigma factor FliA ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|COAKLHLB_02905,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,gnl|Prokka|COAKLHLB_02905,VFG043215(gb|WP_002213766), flagellar biosynthetic protein FliR ,Lateral flagella (VF1028),Others (VFC0346),[Yersinia pestis CO92]
gnl|Prokka|COAKLHLB_02910,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,gnl|Prokka|COAKLHLB_02910,VFG043220(gb|WP_002211445), sigma-54 dependent transcriptional regulator ,Lateral flagella (VF1028),Others (VFC0346),[Yersinia pestis CO92]
gnl|Prokka|COAKLHLB_02915,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,gnl|Prokka|COAKLHLB_02915,VFG043225(gb|WP_002211440), flagellar protein export ATPase FliI ,Lateral flagella (VF1028),Others (VFC0346),[Yersinia pestis CO92]
gnl|Prokka|COAKLHLB_03029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_03029,VFG043075(gb|WP_001196460), flagellar basal body rod protein FlgC ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|COAKLHLB_03030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_03030,VFG043076(gb|WP_000020482), flagellar hook assembly protein FlgD ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|COAKLHLB_03256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_03256,VFG046011(gb|WP_000157266), protein transport protein HofC ,Hemorrhagic E.coli pilus (HCP) (VF1141),Adherence (VFC0001),[Escherichia coli VR50]
gnl|Prokka|COAKLHLB_03257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_03257,VFG045974(gb|WP_001025145), type II secretion system protein GspE ,Hemorrhagic E.coli pilus (HCP) (VF1141),Adherence (VFC0001),[Escherichia coli VR50]
gnl|Prokka|COAKLHLB_03258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_03258,VFG045936(gb|WP_000360904), prepilin peptidase-dependent pilin ,Hemorrhagic E.coli pilus (HCP) (VF1141),Adherence (VFC0001),[Escherichia coli VR50]
gnl|Prokka|COAKLHLB_03583,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,gnl|Prokka|COAKLHLB_03583,VFG023783(gb|WP_020283358), mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase ,O-antigen (VF0392),Immune modulation (VFC0258),[Yersinia enterocolitica subsp. palearctica 105.5R(r)]
gnl|Prokka|COAKLHLB_03584,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,gnl|Prokka|COAKLHLB_03584,VFG048852(gb|WP_015875022), glycosyltransferase WbuB ,Capsule (VF0560),Immune modulation (VFC0258),[Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
gnl|Prokka|COAKLHLB_03885,1,2,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,gnl|Prokka|COAKLHLB_03885,VFG034866(gb|WP_000900547), Type III secretion system effector EspX4 ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|COAKLHLB_03914,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,gnl|Prokka|COAKLHLB_03914,VFG034875(gb|WP_001270087), Type III secretion system effector EspX5 ,TTSS secreted effectors (VF1111),Effector delivery system (VFC0086),[Escherichia coli O55:H7 str. CB9615]
gnl|Prokka|COAKLHLB_03944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|COAKLHLB_03944,VFG013324(gb|WP_012055203), UDP-2 3-diacylglucosamine pyrophosphohydrolase ,LOS (VF0044),Immune modulation (VFC0258),[Haemophilus influenzae PittGG]
gnl|Prokka|COAKLHLB_04098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|COAKLHLB_04098,VFG035957(gb|WP_001033306), YadA-like family protein ,UpaG adhesin  trimeric AT (VF1125),Adherence (VFC0001),[Escherichia coli O44:H18 042]
gnl|Prokka|HCDLLMMA_00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,gnl|Prokka|HCDLLMMA_00401,VFG021584(gb|WP_001250321), fimbrial protein ,Stf (VF0958),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Newport str. SL254]
